CustomerID,Recency,Monetary,Frequency,R_Score,F_Score,M_Score,RFM_Score,Segment
17173.0,4,3766.6,8,5,5,5,15,Champions
17091.0,2,3827.76,9,5,5,5,15,Champions
17068.0,11,4552.14,21,5,5,5,15,Champions
12471.0,1,19788.649999999998,30,5,5,5,15,Champions
17049.0,2,5655.03,9,5,5,5,15,Champions
17017.0,2,8694.26,20,5,5,5,15,Champions
17001.0,0,3989.57,11,5,5,5,15,Champions
16966.0,7,2154.97,7,5,5,5,15,Champions
16954.0,0,2085.08,9,5,5,5,15,Champions
16931.0,4,4554.87,21,5,5,5,15,Champions
16923.0,11,7069.08,19,5,5,5,15,Champions
16905.0,4,3037.6,7,5,5,5,15,Champions
16904.0,3,3653.75,16,5,5,5,15,Champions
16873.0,4,7123.62,6,5,5,5,15,Champions
16839.0,8,16594.35,34,5,5,5,15,Champions
16818.0,10,3349.57,11,5,5,5,15,Champions
16782.0,9,2267.9500000000003,13,5,5,5,15,Champions
16779.0,1,10611.72,22,5,5,5,15,Champions
16764.0,3,2790.9500000000003,13,5,5,5,15,Champions
12490.0,4,5417.93,10,5,5,5,15,Champions
16746.0,4,6680.11,18,5,5,5,15,Champions
16712.0,8,3611.31,11,5,5,5,15,Champions
16705.0,0,14034.99,20,5,5,5,15,Champions
16701.0,8,5398.3,13,5,5,5,15,Champions
16700.0,8,5076.55,13,5,5,5,15,Champions
16684.0,3,66653.56,28,5,5,5,15,Champions
16678.0,2,3109.99,12,5,5,5,15,Champions
16672.0,1,8134.9400000000005,20,5,5,5,15,Champions
16626.0,0,4413.1,17,5,5,5,15,Champions
16592.0,3,4113.68,16,5,5,5,15,Champions
16558.0,0,8338.49,20,5,5,5,15,Champions
16549.0,9,4034.9,10,5,5,5,15,Champions
16525.0,1,13027.45,26,5,5,5,15,Champions
16523.0,1,9418.470000000001,21,5,5,5,15,Champions
16458.0,2,3482.7400000000002,18,5,5,5,15,Champions
12524.0,8,4485.72,8,5,5,5,15,Champions
16407.0,12,2079.68,10,5,5,5,15,Champions
16401.0,0,4098.32,12,5,5,5,15,Champions
16393.0,1,3040.96,13,5,5,5,15,Champions
16360.0,4,3450.41,6,5,5,5,15,Champions
16353.0,3,6675.71,23,5,5,5,15,Champions
16333.0,7,26626.8,22,5,5,5,15,Champions
16326.0,5,3039.2200000000003,14,5,5,5,15,Champions
16265.0,8,5447.0,9,5,5,5,15,Champions
16242.0,7,3579.86,7,5,5,5,15,Champions
16241.0,9,2590.31,13,5,5,5,15,Champions
16210.0,1,21086.3,18,5,5,5,15,Champions
16191.0,2,5180.52,13,5,5,5,15,Champions
16168.0,10,3787.6,27,5,5,5,15,Champions
16161.0,1,5533.67,19,5,5,5,15,Champions
16156.0,8,3092.04,9,5,5,5,15,Champions
16145.0,8,3799.4900000000002,11,5,5,5,15,Champions
16143.0,2,2424.94,6,5,5,5,15,Champions
16133.0,3,14589.04,33,5,5,5,15,Champions
16076.0,2,2234.73,10,5,5,5,15,Champions
16033.0,5,8778.82,20,5,5,5,15,Champions
16013.0,3,37130.6,47,5,5,5,15,Champions
16011.0,7,3352.96,16,5,5,5,15,Champions
15993.0,8,2777.67,7,5,5,5,15,Champions
15984.0,2,2780.63,10,5,5,5,15,Champions
15932.0,3,2495.87,8,5,5,5,15,Champions
15903.0,9,5126.76,7,5,5,5,15,Champions
15867.0,4,3810.14,15,5,5,5,15,Champions
15861.0,11,3146.92,8,5,5,5,15,Champions
15856.0,3,16143.64,27,5,5,5,15,Champions
15854.0,3,2969.1200000000003,12,5,5,5,15,Champions
15838.0,10,33643.08,19,5,5,5,15,Champions
12562.0,7,3781.7400000000002,7,5,5,5,15,Champions
12553.0,7,3692.28,10,5,5,5,15,Champions
15804.0,0,4206.39,13,5,5,5,15,Champions
15796.0,0,2708.61,8,5,5,5,15,Champions
15769.0,6,56252.72,26,5,5,5,15,Champions
15755.0,9,2364.25,6,5,5,5,15,Champions
15750.0,2,2463.05,8,5,5,5,15,Champions
15694.0,0,6479.4,14,5,5,5,15,Champions
15687.0,8,2993.1,9,5,5,5,15,Champions
15640.0,3,12416.11,15,5,5,5,15,Champions
15628.0,4,2870.2400000000002,9,5,5,5,15,Champions
15615.0,9,10399.74,23,5,5,5,15,Champions
15601.0,10,6776.56,14,5,5,5,15,Champions
15572.0,4,2533.42,7,5,5,5,15,Champions
15570.0,6,4148.82,12,5,5,5,15,Champions
15555.0,11,4794.86,16,5,5,5,15,Champions
12584.0,3,2338.15,9,5,5,5,15,Champions
12583.0,2,7281.38,15,5,5,5,15,Champions
12569.0,1,4124.6900000000005,32,5,5,5,15,Champions
15547.0,6,4910.6,14,5,5,5,15,Champions
15544.0,8,3546.71,9,5,5,5,15,Champions
15514.0,11,4023.7200000000003,11,5,5,5,15,Champions
15498.0,2,13316.4,27,5,5,5,15,Champions
15443.0,1,3213.59,7,5,5,5,15,Champions
15373.0,7,2415.91,12,5,5,5,15,Champions
15358.0,4,8347.2,22,5,5,5,15,Champions
15311.0,0,60632.75,91,5,5,5,15,Champions
15298.0,1,4799.9,12,5,5,5,15,Champions
15290.0,4,7943.22,18,5,5,5,15,Champions
15271.0,6,2493.34,15,5,5,5,15,Champions
15251.0,8,10484.99,11,5,5,5,15,Champions
15218.0,10,5756.89,11,5,5,5,15,Champions
12598.0,9,3023.08,8,5,5,5,15,Champions
15194.0,2,7616.53,15,5,5,5,15,Champions
15189.0,0,16225.39,41,5,5,5,15,Champions
15187.0,1,4777.18,16,5,5,5,15,Champions
15159.0,1,18641.01,30,5,5,5,15,Champions
15152.0,9,4745.69,13,5,5,5,15,Champions
15144.0,7,6580.44,17,5,5,5,15,Champions
15089.0,9,2420.84,6,5,5,5,15,Champions
15078.0,6,9743.11,32,5,5,5,15,Champions
15061.0,3,54534.14,48,5,5,5,15,Champions
15046.0,8,5090.42,15,5,5,5,15,Champions
15039.0,9,19766.59,47,5,5,5,15,Champions
15033.0,4,2557.18,10,5,5,5,15,Champions
15023.0,2,6720.41,11,5,5,5,15,Champions
14961.0,10,7044.68,9,5,5,5,15,Champions
14911.0,0,143711.17,201,5,5,5,15,Champions
14907.0,2,3501.1,7,5,5,5,15,Champions
12621.0,1,13689.67,20,5,5,5,15,Champions
14895.0,7,11138.710000000001,20,5,5,5,15,Champions
14868.0,2,2953.59,8,5,5,5,15,Champions
14866.0,10,14389.9,12,5,5,5,15,Champions
14825.0,3,2221.01,12,5,5,5,15,Champions
14796.0,0,7975.49,17,5,5,5,15,Champions
14769.0,2,10416.98,8,5,5,5,15,Champions
14766.0,7,2473.37,6,5,5,5,15,Champions
14755.0,9,5010.28,11,5,5,5,15,Champions
14739.0,3,3902.28,7,5,5,5,15,Champions
14735.0,3,6065.69,32,5,5,5,15,Champions
14732.0,7,2702.4900000000002,8,5,5,5,15,Champions
14713.0,8,2662.2,11,5,5,5,15,Champions
14711.0,9,2839.62,11,5,5,5,15,Champions
14702.0,0,3251.79,17,5,5,5,15,Champions
14701.0,10,2526.09,9,5,5,5,15,Champions
12627.0,10,4478.53,7,5,5,5,15,Champions
14696.0,3,2078.95,7,5,5,5,15,Champions
14688.0,7,5579.1,21,5,5,5,15,Champions
14667.0,10,9175.04,25,5,5,5,15,Champions
14659.0,8,2529.93,9,5,5,5,15,Champions
14646.0,1,280206.02,73,5,5,5,15,Champions
14606.0,0,12076.15,93,5,5,5,15,Champions
14572.0,2,2804.54,7,5,5,5,15,Champions
14562.0,3,5006.77,18,5,5,5,15,Champions
14560.0,6,2237.77,22,5,5,5,15,Champions
14547.0,3,3974.75,8,5,5,5,15,Champions
14534.0,2,4397.3,18,5,5,5,15,Champions
14527.0,2,8507.13,55,5,5,5,15,Champions
14503.0,2,3543.26,6,5,5,5,15,Champions
14456.0,4,3017.28,9,5,5,5,15,Champions
14432.0,9,2248.5,6,5,5,5,15,Champions
14422.0,0,4263.64,6,5,5,5,15,Champions
14415.0,0,5855.57,13,5,5,5,15,Champions
14408.0,10,2599.03,7,5,5,5,15,Champions
14401.0,3,4051.48,13,5,5,5,15,Champions
14397.0,2,2612.96,19,5,5,5,15,Champions
14395.0,1,3479.91,9,5,5,5,15,Champions
14390.0,9,4642.57,9,5,5,5,15,Champions
14388.0,9,3212.84,8,5,5,5,15,Champions
14367.0,7,9227.82,16,5,5,5,15,Champions
14309.0,7,2352.53,9,5,5,5,15,Champions
14299.0,7,3965.62,9,5,5,5,15,Champions
14298.0,7,51527.3,44,5,5,5,15,Champions
14292.0,7,4871.93,9,5,5,5,15,Champions
14291.0,1,3883.25,11,5,5,5,15,Champions
14282.0,2,3701.44,15,5,5,5,15,Champions
14262.0,7,2618.23,8,5,5,5,15,Champions
12664.0,7,4881.88,9,5,5,5,15,Champions
12662.0,0,3849.78,11,5,5,5,15,Champions
14258.0,8,12669.98,9,5,5,5,15,Champions
14243.0,8,2588.77,10,5,5,5,15,Champions
14209.0,10,2073.43,6,5,5,5,15,Champions
14194.0,4,11349.52,21,5,5,5,15,Champions
14191.0,1,4684.76,13,5,5,5,15,Champions
14189.0,1,4654.08,15,5,5,5,15,Champions
14180.0,10,4748.52,25,5,5,5,15,Champions
14156.0,9,117210.08,55,5,5,5,15,Champions
14135.0,1,4690.31,15,5,5,5,15,Champions
14132.0,1,3586.0299999999997,11,5,5,5,15,Champions
14110.0,3,5683.150000000001,12,5,5,5,15,Champions
14096.0,3,65164.79,17,5,5,5,15,Champions
14092.0,7,4076.91,14,5,5,5,15,Champions
14088.0,9,50491.81,13,5,5,5,15,Champions
14085.0,1,4421.29,18,5,5,5,15,Champions
12684.0,7,2283.63,7,5,5,5,15,Champions
12683.0,3,8476.57,15,5,5,5,15,Champions
12682.0,3,12279.82,31,5,5,5,15,Champions
14062.0,9,10464.85,12,5,5,5,15,Champions
14060.0,4,6140.42,19,5,5,5,15,Champions
14056.0,0,8152.71,23,5,5,5,15,Champions
14051.0,0,15610.390000000001,23,5,5,5,15,Champions
14032.0,1,2975.59,11,5,5,5,15,Champions
14031.0,6,17286.86,19,5,5,5,15,Champions
13999.0,9,3901.81,12,5,5,5,15,Champions
13994.0,3,2274.14,6,5,5,5,15,Champions
13985.0,3,7060.13,15,5,5,5,15,Champions
13969.0,6,9024.17,18,5,5,5,15,Champions
13953.0,6,3515.68,7,5,5,5,15,Champions
12704.0,6,2340.84,8,5,5,5,15,Champions
13949.0,2,2427.32,6,5,5,5,15,Champions
13881.0,3,17159.52,20,5,5,5,15,Champions
13870.0,1,2770.94,8,5,5,5,15,Champions
13854.0,8,8109.5199999999995,25,5,5,5,15,Champions
13798.0,0,37153.85,57,5,5,5,15,Champions
13784.0,9,2462.79,11,5,5,5,15,Champions
13777.0,0,25977.16,33,5,5,5,15,Champions
13769.0,1,2796.51,10,5,5,5,15,Champions
13767.0,1,17220.36,37,5,5,5,15,Champions
13758.0,11,3190.55,7,5,5,5,15,Champions
13756.0,1,5189.52,14,5,5,5,15,Champions
13755.0,3,2108.06,9,5,5,5,15,Champions
13709.0,3,6307.650000000001,13,5,5,5,15,Champions
13704.0,4,2308.06,9,5,5,5,15,Champions
13694.0,3,65039.62,50,5,5,5,15,Champions
12727.0,10,3980.7,7,5,5,5,15,Champions
12720.0,2,5781.7300000000005,25,5,5,5,15,Champions
13685.0,2,3119.44,7,5,5,5,15,Champions
13668.0,2,6309.83,21,5,5,5,15,Champions
13599.0,0,5149.92,21,5,5,5,15,Champions
13576.0,9,6717.34,18,5,5,5,15,Champions
13571.0,12,2088.94,12,5,5,5,15,Champions
13536.0,0,3444.39,7,5,5,5,15,Champions
13534.0,1,5870.08,25,5,5,5,15,Champions
13468.0,1,5704.97,37,5,5,5,15,Champions
13458.0,6,9646.57,14,5,5,5,15,Champions
13435.0,4,3809.89,7,5,5,5,15,Champions
13426.0,0,3641.32,10,5,5,5,15,Champions
13418.0,11,6127.43,18,5,5,5,15,Champions
13408.0,1,28117.04,62,5,5,5,15,Champions
13394.0,1,2520.02,8,5,5,5,15,Champions
12748.0,0,33053.19,209,5,5,5,15,Champions
12747.0,1,4196.01,11,5,5,5,15,Champions
13319.0,4,10845.550000000001,26,5,5,5,15,Champions
13269.0,0,5343.28,15,5,5,5,15,Champions
13267.0,2,4521.49,19,5,5,5,15,Champions
13266.0,10,3834.26,12,5,5,5,15,Champions
13263.0,0,7436.93,35,5,5,5,15,Champions
13230.0,3,2755.63,14,5,5,5,15,Champions
13225.0,2,6463.84,7,5,5,5,15,Champions
13199.0,3,9817.12,38,5,5,5,15,Champions
13198.0,9,3401.2400000000002,6,5,5,5,15,Champions
13183.0,7,3957.78,9,5,5,5,15,Champions
13137.0,10,3603.29,8,5,5,5,15,Champions
13126.0,4,2099.64,8,5,5,5,15,Champions
13113.0,0,12245.960000000001,24,5,5,5,15,Champions
13102.0,0,6424.09,24,5,5,5,15,Champions
13098.0,0,28882.44,28,5,5,5,15,Champions
13090.0,8,8910.82,14,5,5,5,15,Champions
13089.0,2,58762.08,97,5,5,5,15,Champions
12783.0,1,2225.91,6,5,5,5,15,Champions
12766.0,3,6989.63,7,5,5,5,15,Champions
13081.0,11,28337.38,11,5,5,5,15,Champions
13078.0,2,12627.94,26,5,5,5,15,Champions
13069.0,0,4431.44,24,5,5,5,15,Champions
13021.0,3,2616.38,9,5,5,5,15,Champions
13014.0,10,3466.2799999999997,10,5,5,5,15,Champions
13013.0,0,4810.9400000000005,13,5,5,5,15,Champions
13004.0,11,5655.91,18,5,5,5,15,Champions
13001.0,3,9785.970000000001,13,5,5,5,15,Champions
12989.0,2,6924.110000000001,15,5,5,5,15,Champions
12971.0,3,11189.91,86,5,5,5,15,Champions
12957.0,9,4017.54,8,5,5,5,15,Champions
12955.0,0,4757.16,11,5,5,5,15,Champions
12935.0,1,2160.7,7,5,5,5,15,Champions
12921.0,8,16587.09,37,5,5,5,15,Champions
12901.0,8,17654.54,28,5,5,5,15,Champions
12856.0,7,2170.78,6,5,5,5,15,Champions
12841.0,4,3991.58,25,5,5,5,15,Champions
12839.0,2,5591.42,14,5,5,5,15,Champions
18272.0,2,3078.58,6,5,5,5,15,Champions
12362.0,2,5226.23,10,5,5,5,15,Champions
12347.0,1,4310.0,7,5,5,5,15,Champions
15465.0,19,7354.62,18,4,5,5,14,Champions
15365.0,25,2314.32,7,4,5,5,14,Champions
12826.0,2,1474.72,7,5,5,4,14,Champions
17340.0,29,12353.29,11,4,5,5,14,Champions
17314.0,24,2527.92,8,4,5,5,14,Champions
17338.0,16,6493.54,8,4,5,5,14,Champions
15453.0,1,1371.77,7,5,5,4,14,Champions
17191.0,27,2093.68,7,4,5,5,14,Champions
12451.0,10,9035.52,5,5,4,5,14,Champions
15529.0,22,3962.6,11,4,5,5,14,Champions
18172.0,14,7561.68,20,4,5,5,14,Champions
18179.0,8,1793.17,6,5,5,4,14,Champions
18180.0,4,1843.75,6,5,5,4,14,Champions
12867.0,25,4009.34,7,4,5,5,14,Champions
12567.0,22,9401.28,10,4,5,5,14,Champions
15291.0,25,4668.3,15,4,5,5,14,Champions
12877.0,3,1535.77,12,5,5,4,14,Champions
15270.0,15,2379.49,7,4,5,5,14,Champions
13588.0,15,2478.95,9,4,5,5,14,Champions
13590.0,10,1981.92,6,5,5,4,14,Champions
15611.0,9,1591.45,13,5,5,4,14,Champions
15249.0,31,6688.46,13,4,5,5,14,Champions
15632.0,15,3285.31,8,4,5,5,14,Champions
15214.0,1,1661.44,8,5,5,4,14,Champions
15671.0,18,2657.13,7,4,5,5,14,Champions
12600.0,28,2599.04,10,4,5,5,14,Champions
15356.0,30,2718.03,10,4,5,5,14,Champions
15527.0,18,2428.53,8,4,5,5,14,Champions
17211.0,26,2317.2200000000003,8,4,5,5,14,Champions
17218.0,3,1951.97,10,5,5,4,14,Champions
17220.0,23,3187.55,14,4,5,5,14,Champions
13695.0,30,2504.13,15,4,5,5,14,Champions
13700.0,25,2248.63,10,4,5,5,14,Champions
17133.0,15,4892.240000000001,7,4,5,5,14,Champions
17139.0,15,10650.77,12,4,5,5,14,Champions
13509.0,8,979.72,7,5,5,4,14,Champions
17160.0,30,3518.03,6,4,5,5,14,Champions
13742.0,16,3107.87,12,4,5,5,14,Champions
13743.0,2,1341.6,7,5,5,4,14,Champions
17416.0,29,6893.42,7,4,5,5,14,Champions
12483.0,16,2484.98,8,4,5,5,14,Champions
18139.0,17,8438.34,6,4,5,5,14,Champions
12906.0,11,2919.81,5,5,4,5,14,Champions
12910.0,22,3075.04,8,4,5,5,14,Champions
12913.0,4,2483.63,5,5,4,5,14,Champions
12919.0,7,1335.19,6,5,5,4,14,Champions
18145.0,12,2861.55,4,5,4,5,14,Champions
15727.0,16,5159.06,7,4,5,5,14,Champions
12931.0,21,42055.96,15,4,5,5,14,Champions
15602.0,7,1297.8700000000001,9,5,5,4,14,Champions
17069.0,27,2709.7000000000003,9,4,5,5,14,Champions
17071.0,27,2429.03,9,4,5,5,14,Champions
13831.0,15,2198.45,6,4,5,5,14,Champions
17086.0,6,2050.08,6,5,5,4,14,Champions
17090.0,3,1974.65,7,5,5,4,14,Champions
17097.0,1,954.42,8,5,5,4,14,Champions
17131.0,4,2463.17,5,5,4,5,14,Champions
13804.0,30,2588.39,7,4,5,5,14,Champions
12474.0,16,7324.09,18,4,5,5,14,Champions
12476.0,15,6816.42,11,4,5,5,14,Champions
15738.0,18,4812.42,16,4,5,5,14,Champions
15150.0,16,5291.33,10,4,5,5,14,Champions
15114.0,29,2760.56,10,4,5,5,14,Champions
15125.0,24,11528.48,15,4,5,5,14,Champions
13507.0,2,2479.16,4,5,4,5,14,Champions
17451.0,0,1721.4,7,5,5,4,14,Champions
12481.0,22,5579.82,10,4,5,5,14,Champions
13862.0,17,2209.36,8,4,5,5,14,Champions
13871.0,22,6403.25,13,4,5,5,14,Champions
17412.0,2,1258.06,7,5,5,4,14,Champions
13488.0,16,8968.31,13,4,5,5,14,Champions
18075.0,22,2611.75,10,4,5,5,14,Champions
15105.0,17,2298.93,7,4,5,5,14,Champions
15805.0,22,5488.18,17,4,5,5,14,Champions
15811.0,21,2218.62,6,4,5,5,14,Champions
15093.0,17,4597.02,6,4,5,5,14,Champions
15058.0,24,2102.54,11,4,5,5,14,Champions
15034.0,15,4274.16,8,4,5,5,14,Champions
15044.0,18,7634.7300000000005,17,4,5,5,14,Champions
15845.0,17,3711.77,8,4,5,5,14,Champions
18122.0,7,1793.06,6,5,5,4,14,Champions
13924.0,1,1838.8500000000001,6,5,5,4,14,Champions
13880.0,20,3219.77,13,4,5,5,14,Champions
13883.0,10,2674.48,5,5,4,5,14,Champions
13890.0,0,1883.81,10,5,5,4,14,Champions
12464.0,9,1212.05,8,5,5,4,14,Champions
12472.0,31,6572.11,7,4,5,5,14,Champions
16979.0,3,1852.0,6,5,5,4,14,Champions
16983.0,12,1905.87,7,5,5,4,14,Champions
16985.0,16,5464.12,10,4,5,5,14,Champions
12963.0,7,1856.63,8,5,5,4,14,Champions
12395.0,18,3018.63,12,4,5,5,14,Champions
15005.0,15,6295.37,28,4,5,5,14,Champions
15021.0,8,1871.77,9,5,5,4,14,Champions
15024.0,9,1636.43,10,5,5,4,14,Champions
15910.0,0,1228.88,8,5,5,4,14,Champions
15782.0,9,2614.7400000000002,3,5,4,5,14,Champions
18061.0,21,2119.41,10,4,5,5,14,Champions
12705.0,14,6868.29,9,4,5,5,14,Champions
13448.0,16,3534.69,6,4,5,5,14,Champions
13471.0,0,2501.84,4,5,4,5,14,Champions
12708.0,29,2712.91,10,4,5,5,14,Champions
12709.0,14,9706.52,15,4,5,5,14,Champions
12712.0,28,4396.13,13,4,5,5,14,Champions
12714.0,8,4708.86,5,5,4,5,14,Champions
16987.0,2,1616.8,7,5,5,4,14,Champions
16989.0,6,1133.25,6,5,5,4,14,Champions
13437.0,13,3408.06,7,4,5,5,14,Champions
15981.0,24,3408.48,8,4,5,5,14,Champions
15987.0,11,1432.77,7,5,5,4,14,Champions
16000.0,2,12393.7,3,5,4,5,14,Champions
14944.0,29,5900.25,12,4,5,5,14,Champions
12619.0,15,3641.24,9,4,5,5,14,Champions
12948.0,15,2064.95,7,4,5,5,14,Champions
12949.0,30,4167.22,8,4,5,5,14,Champions
12951.0,8,1064.07,6,5,5,4,14,Champions
16016.0,2,1465.51,8,5,5,4,14,Champions
14901.0,10,1421.29,9,5,5,4,14,Champions
12615.0,1,2291.19,4,5,4,5,14,Champions
16057.0,15,2263.12,7,4,5,5,14,Champions
14878.0,12,1476.09,9,5,5,4,14,Champions
15955.0,23,4416.26,14,4,5,5,14,Champions
15971.0,17,4199.85,12,4,5,5,14,Champions
17512.0,28,2924.9900000000002,10,4,5,5,14,Champions
13983.0,29,2603.43,12,4,5,5,14,Champions
13988.0,19,4147.96,6,4,5,5,14,Champions
16938.0,8,2711.6800000000003,4,5,4,5,14,Champions
16942.0,12,1904.99,9,5,5,4,14,Champions
16945.0,21,4345.5,19,4,5,5,14,Champions
16949.0,3,1286.27,6,5,5,4,14,Champions
13971.0,18,2758.26,8,4,5,5,14,Champions
13975.0,30,2461.2400000000002,6,4,5,5,14,Champions
14057.0,23,6211.66,17,4,5,5,14,Champions
14071.0,3,1437.57,8,5,5,4,14,Champions
14849.0,21,7930.54,25,4,5,5,14,Champions
16103.0,6,1429.64,6,5,5,4,14,Champions
16107.0,17,3204.1600000000003,7,4,5,5,14,Champions
16115.0,9,1660.88,8,5,5,4,14,Champions
17975.0,14,4483.26,13,4,5,5,14,Champions
13012.0,8,1646.8400000000001,8,5,5,4,14,Champions
13018.0,15,7277.7,28,4,5,5,14,Champions
16871.0,21,2812.34,6,4,5,5,14,Champions
14030.0,17,2358.84,8,4,5,5,14,Champions
16899.0,7,1271.06,6,5,5,4,14,Champions
16910.0,3,1508.96,8,5,5,4,14,Champions
16912.0,28,2555.58,11,4,5,5,14,Champions
14005.0,9,2874.72,5,5,4,5,14,Champions
16929.0,3,1295.39,7,5,5,4,14,Champions
12749.0,3,4090.88,5,5,4,5,14,Champions
12753.0,22,21429.39,6,4,5,5,14,Champions
14794.0,2,1319.91,7,5,5,4,14,Champions
12528.0,8,1933.48,6,5,5,4,14,Champions
12540.0,19,13400.24,17,4,5,5,14,Champions
14723.0,9,1122.3600000000001,6,5,5,4,14,Champions
14730.0,0,1897.57,8,5,5,4,14,Champions
14733.0,15,9585.91,12,4,5,5,14,Champions
14741.0,11,1400.3400000000001,6,5,5,4,14,Champions
13047.0,31,3237.54,10,4,5,5,14,Champions
12757.0,15,7834.650000000001,13,4,5,5,14,Champions
12428.0,25,7956.46,9,4,5,5,14,Champions
12429.0,8,3750.4,4,5,4,5,14,Champions
13362.0,8,3090.7400000000002,4,5,4,5,14,Champions
16837.0,30,3170.98,11,4,5,5,14,Champions
12681.0,14,13787.54,22,4,5,5,14,Champions
12685.0,27,2863.08,6,4,5,5,14,Champions
14121.0,3,2780.15,4,5,4,5,14,Champions
17865.0,30,10526.32,20,4,5,5,14,Champions
17870.0,1,1865.8899999999999,12,5,5,4,14,Champions
14709.0,14,4921.04,13,4,5,5,14,Champions
16186.0,22,4006.94,12,4,5,5,14,Champions
16187.0,31,6911.4400000000005,15,4,5,5,14,Champions
12626.0,22,6620.48,9,4,5,5,14,Champions
16218.0,29,3084.68,7,4,5,5,14,Champions
13050.0,14,5836.86,17,4,5,5,14,Champions
13381.0,31,3639.31,6,4,5,5,14,Champions
13384.0,30,4151.93,7,4,5,5,14,Champions
16813.0,7,1652.18,10,5,5,4,14,Champions
16814.0,13,6416.7,21,4,5,5,14,Champions
12700.0,7,4939.99,4,5,4,5,14,Champions
14083.0,3,1002.9,9,5,5,4,14,Champions
